full_name,a,e,I,longNode,longPeri,q,ad,per_y,data_arc,condition_code,n_obs_used,H,pha
550271 (2012 DP8),1.344,0.2158,24.1,350.27,331.43,1.054,1.63,1.56,9388.0,0.0,287,19.76,0
551685 (2013 HT15),1.101,0.4229,2.92,23.28,315.92,0.635,1.57,1.16,6146.0,0.0,137,21.82,1
554126 (2012 NP),2.09,0.4709,7.36,149.33,160.89,1.106,3.07,3.02,7533.0,0.0,445,21.4,0
555122 (2013 RF36),2.303,0.7176,28.28,240.74,181.49,0.65,3.96,3.5,2764.0,0.0,119,16.97,0
558307 (2015 AS45),3.213,0.6315,20.4,147.06,33.76,1.184,5.24,5.76,4035.0,0.0,808,17.56,0
560563 (2015 HH10),1.614,0.6518,8.01,254.07,143.28,0.562,2.67,2.05,4139.0,0.0,780,18.16,0
564883 (2016 TZ56),1.555,0.323,60.65,194.31,271.9,1.052,2.06,1.94,2402.0,0.0,348,19.3,0
564934 (2016 WE1),1.995,0.3516,5.59,228.9,267.4,1.294,2.7,2.82,7473.0,0.0,251,19.52,0
566540 (2018 RW7),1.615,0.4444,9.24,164.44,287.77,0.897,2.33,2.05,2882.0,0.0,183,21.61,0
567077 (2019 LW1),2.387,0.4921,8.02,136.46,193.21,1.212,3.56,3.69,4039.0,0.0,301,19.21,0
567092 (2019 SJ10),2.479,0.5864,6.75,43.65,27.46,1.025,3.93,3.9,5499.0,0.0,98,17.47,0
572822 (2008 UC),1.976,0.4534,10.26,99.14,338.16,1.08,2.87,2.78,5291.0,0.0,201,18.99,0
574660 (2010 TM167),1.16,0.4962,5.31,196.92,356.66,0.584,1.74,1.25,3987.0,1.0,70,20.98,0
576330 (2012 PW),1.772,0.4773,22.31,214.51,166.8,0.926,2.62,2.36,3227.0,0.0,318,18.79,0
576763 (2012 UR136),1.916,0.4607,6.06,87.51,202.78,1.033,2.8,2.65,2971.0,0.0,98,19.3,1
577723 (2013 PF10),1.361,0.5125,17.25,168.17,359.97,0.663,2.06,1.59,5082.0,0.0,106,20.17,0
580109 (2015 BF4),2.071,0.4307,5.79,238.85,207.83,1.179,2.96,2.98,7764.0,0.0,567,20.5,0
584604 (2017 OD20),1.592,0.2175,4.66,288.83,31.36,1.245,1.94,2.01,3582.0,0.0,111,22.67,0
584693 (2017 QF17),1.616,0.3379,17.09,321.29,248.46,1.07,2.16,2.05,2804.0,0.0,186,19.7,0
585185 (2017 VT12),1.321,0.4724,6.57,18.67,142.99,0.697,1.95,1.52,3296.0,0.0,339,20.43,0
585310 (2017 YZ1),1.328,0.3351,20.87,277.7,298.49,0.883,1.77,1.53,4308.0,0.0,284,20.43,1
585428 (2018 NP1),1.023,0.2309,27.66,114.45,355.83,0.787,1.26,1.03,1477.0,1.0,74,20.97,0
585734 (2019 BA1),1.586,0.3858,26.83,116.53,74.6,0.974,2.2,2.0,2913.0,0.0,65,22.2,0
591179 (2013 EU9),1.361,0.1932,3.87,233.28,340.69,1.098,1.62,1.59,6953.0,0.0,238,21.66,0
592968 (2015 FV118),0.8581,0.5839,6.24,98.47,267.6,0.357,1.36,0.795,7339.0,0.0,159,21.68,0
594769 (2017 XD62),1.643,0.3121,26.6,259.79,77.38,1.13,2.16,2.11,4122.0,0.0,191,19.62,0
594913 'Aylo'chaxnim (2020 AV2),0.5554,0.1771,15.87,6.69,187.35,0.457,0.65,0.414,1356.0,2.0,261,16.2,0
594936 (2021 EX2),2.489,0.737,6.76,2.25,16.06,0.655,4.32,3.93,8122.0,0.0,96,17.76,0
594938 (2021 GE13),2.186,0.4713,29.65,115.3,156.11,1.156,3.22,3.23,4899.0,0.0,175,18.2,0
595116 (2001 QE96),1.311,0.0281,7.27,150.23,278.79,1.274,1.35,1.5,7682.0,0.0,69,22.84,0
597171 (2006 UD63),2.325,0.4676,7.43,148.82,135.37,1.238,3.41,3.54,6824.0,0.0,603,18.91,0
598001 (2008 CZ21),1.432,0.1446,17.05,335.52,68.6,1.225,1.64,1.71,6079.0,0.0,139,20.5,0
601696 (2013 LV28),1.485,0.6886,24.02,139.04,24.39,0.462,2.51,1.81,4109.0,0.0,177,18.74,0
601798 (2013 RX80),1.889,0.6902,9.28,313.88,163.66,0.585,3.19,2.6,11368.0,0.0,229,18.21,0
604197 (2015 MO66),1.231,0.5537,25.0,72.09,323.2,0.549,1.91,1.37,2918.0,1.0,83,20.1,0
605070 (2016 BT39),1.968,0.5382,8.96,174.97,203.19,0.909,3.03,2.76,4006.0,0.0,90,19.67,1
605489 (2016 NW22),2.106,0.399,5.28,202.2,111.5,1.266,2.95,3.06,4230.0,0.0,173,21.11,0
605911 Cecily (2016 XD1),1.783,0.2946,14.5,289.61,205.28,1.257,2.31,2.38,4469.0,0.0,383,19.22,0
606367 (2017 VB),1.582,0.5028,25.56,346.81,270.53,0.786,2.38,1.99,4431.0,2.0,93,16.81,0
606438 (2017 XK61),1.605,0.3688,27.11,32.21,304.8,1.013,2.2,2.03,17388.0,0.0,99,18.14,0
606441 (2017 YT5),1.796,0.4192,36.47,133.53,197.04,1.043,2.55,2.41,3279.0,0.0,239,19.09,1
606605 (2018 KV),2.609,0.682,29.04,192.35,167.59,0.83,4.39,4.21,4139.0,0.0,276,17.28,0
606702 (2018 TO2),1.101,0.5952,43.26,202.67,353.84,0.446,1.76,1.15,2963.0,1.0,79,20.13,0
606900 (2019 JC47),2.149,0.4276,6.43,70.74,213.11,1.23,3.07,3.15,8034.0,0.0,84,20.43,0
606908 (2019 KB2),2.635,0.5577,24.96,347.97,272.14,1.166,4.1,4.28,7516.0,0.0,148,18.32,0
606939 (2019 SD3),1.562,0.1998,19.0,191.16,137.54,1.25,1.87,1.95,4567.0,0.0,130,21.8,0
608017 (2002 UZ30),1.272,0.4595,27.56,199.74,33.54,0.687,1.86,1.43,7305.0,0.0,131,19.92,0
612012 (1983 LC),2.603,0.7146,1.56,159.69,184.9,0.743,4.46,4.2,14028.0,0.0,175,19.47,1
612013 (1991 TF3),2.233,0.5693,14.88,6.09,304.04,0.962,3.51,3.34,11014.0,0.0,547,19.29,0
612027 (1995 FJ),1.085,0.2704,25.03,4.66,316.46,0.792,1.38,1.13,9858.0,0.0,186,20.68,0
612050 (1997 GL3),2.27,0.7844,6.68,194.34,262.58,0.489,4.05,3.42,8829.0,0.0,748,19.14,1
612057 (1998 FJ74),2.392,0.5363,28.12,197.01,282.87,1.109,3.67,3.7,9530.0,0.0,163,18.99,0
612058 (1998 HN3),3.111,0.6174,9.2,49.15,250.65,1.19,5.03,5.49,8095.0,0.0,122,18.32,0
612061 (1998 MR24),1.957,0.4463,6.07,245.0,54.85,1.084,2.83,2.74,12249.0,0.0,248,19.29,0
612064 (1998 QQ52),2.108,0.4552,4.83,205.69,106.63,1.148,3.07,3.06,4349.0,0.0,67,21.14,0
612089 (1999 FJ21),1.274,0.2747,21.96,19.44,67.69,0.924,1.62,1.44,8445.0,0.0,420,20.26,0
612091 (1999 HV1),2.562,0.5429,6.5,206.55,114.38,1.171,3.95,4.1,12083.0,0.0,449,17.6,0
612094 (1999 NW2),1.116,0.1087,8.68,289.51,53.01,0.995,1.24,1.18,7206.0,0.0,171,23.27,0
612098 (1999 RM45),1.684,0.6446,10.89,162.63,88.91,0.599,2.77,2.19,8799.0,0.0,1760,19.82,1
612103 (1999 SK10),1.764,0.4417,6.96,197.64,269.43,0.985,2.54,2.34,7860.0,0.0,517,19.84,0
612143 (2000 BO28),1.699,0.6003,6.34,319.73,303.41,0.679,2.72,2.21,12308.0,0.0,208,19.84,1
612152 (2000 DV110),2.089,0.3898,4.39,11.54,220.36,1.275,2.9,3.02,15265.0,1.0,75,19.22,0
612162 (2000 LK),2.184,0.9448,16.6,199.7,194.35,0.121,4.25,3.23,8356.0,0.0,194,18.29,0
612171 (2000 QT7),2.303,0.4954,12.21,328.97,15.81,1.162,3.44,3.49,7740.0,0.0,271,20.27,0
612197 (2000 WP19),0.8544,0.2884,7.68,55.62,222.18,0.608,1.1,0.79,6974.0,0.0,80,22.93,0
612199 (2000 WL63),1.432,0.2986,18.27,79.37,71.82,1.004,1.86,1.71,8709.0,0.0,282,20.02,0
612202 (2000 WO148),1.642,0.3762,4.42,150.14,323.83,1.024,2.26,2.1,7667.0,0.0,170,20.53,0
612210 (2001 BP61),1.487,0.3256,12.97,289.02,109.09,1.003,1.97,1.81,7350.0,0.0,86,20.41,0
612227 (2001 QC34),1.129,0.1876,6.24,271.45,215.47,0.917,1.34,1.2,6906.0,0.0,632,20.2,1
612267 (2001 SG286),1.358,0.3474,7.77,241.11,56.28,0.886,1.83,1.58,6988.0,0.0,214,20.91,1
612324 (2002 AR129),2.839,0.5799,19.53,4.2,157.74,1.192,4.48,4.78,6937.0,0.0,78,17.96,0
612326 (2002 CD14),1.779,0.5793,2.89,127.6,141.32,0.748,2.81,2.37,7213.0,0.0,92,20.42,1
612337 (2002 EY2),1.725,0.4866,21.73,343.39,51.1,0.886,2.56,2.27,6569.0,0.0,174,19.45,1
612342 (2002 FC),2.822,0.666,6.76,50.1,195.23,0.942,4.7,4.74,6973.0,0.0,236,19.16,1
612343 (2002 FT6),0.9883,0.4627,9.49,188.42,226.83,0.531,1.45,0.982,6303.0,1.0,72,22.66,0
612346 (2002 GQ5),1.154,0.4783,6.27,63.59,12.97,0.602,1.71,1.24,7684.0,0.0,71,20.93,0
612348 (2002 GZ8),2.821,0.6402,5.32,309.75,161.48,1.015,4.63,4.74,7151.0,0.0,783,18.73,1
612356 (2002 JX8),0.7699,0.3057,4.31,68.52,338.12,0.535,1.01,0.676,7668.0,0.0,102,20.33,1
612357 (2002 JC9),2.258,0.8276,13.39,76.92,21.77,0.389,4.13,3.39,6230.0,0.0,122,18.6,0
612358 (2002 JE9),1.066,0.4165,8.77,199.83,255.9,0.622,1.51,1.1,8029.0,0.0,252,21.4,1
612362 (2002 JQ100),1.181,0.519,29.6,47.3,40.11,0.568,1.79,1.28,6583.0,0.0,82,19.86,0
612363 (2002 KK3),2.447,0.5676,29.19,65.94,208.94,1.058,3.84,3.83,5432.0,0.0,72,18.32,0
612364 (2002 LE31),1.995,0.5403,11.37,192.75,0.12,0.917,3.07,2.82,6417.0,0.0,132,20.16,0
612380 (2002 PF43),1.644,0.3662,13.86,142.74,191.63,1.042,2.25,2.11,7620.0,0.0,71,20.95,1
612383 (2002 PO75),1.769,0.3809,14.2,290.94,14.07,1.095,2.44,2.35,7597.0,0.0,143,19.38,0
612443 (2002 RR25),0.9667,0.3097,13.54,349.8,156.14,0.667,1.27,0.95,7363.0,0.0,281,21.06,0
612472 (2002 SQ),1.421,0.3827,16.82,183.69,258.95,0.877,1.96,1.69,8047.0,0.0,244,19.89,0
612484 (2002 TS67),2.347,0.4887,9.7,79.38,323.02,1.2,3.49,3.6,6706.0,0.0,424,19.14,0
612509 (2002 UK11),1.324,0.5753,5.37,69.18,84.54,0.562,2.09,1.52,6818.0,0.0,86,21.89,1
612522 (2002 VP69),2.019,0.527,10.12,306.83,189.04,0.955,3.08,2.87,7536.0,0.0,414,18.23,1
612529 (2002 XP40),1.645,0.2957,3.77,73.61,71.0,1.158,2.13,2.11,7731.0,0.0,1553,20.12,0
612536 (2003 AA3),1.421,0.2893,13.78,106.38,347.03,1.01,1.83,1.69,7944.0,0.0,331,20.3,1
612541 (2003 DA16),2.596,0.6247,45.68,159.08,282.56,0.974,4.22,4.18,7905.0,0.0,200,17.91,0
612552 (2003 KW16),1.526,0.2581,38.39,247.34,52.16,1.132,1.92,1.88,7142.0,0.0,180,20.22,0
612556 (2003 OA3),1.806,0.3481,17.67,189.65,148.31,1.177,2.43,2.43,6353.0,0.0,228,19.65,0
612563 (2003 QA),2.335,0.7098,10.33,232.65,1.37,0.678,3.99,3.57,6651.0,0.0,447,18.49,0
612589 (2003 RW10),2.15,0.4345,7.43,349.64,307.53,1.216,3.08,3.15,7014.0,0.0,278,19.18,0
612593 (2003 SQ15),1.666,0.4578,45.37,333.94,327.98,0.903,2.43,2.15,6715.0,0.0,95,19.03,0
612600 (2003 SM84),1.125,0.082,2.8,186.64,87.33,1.033,1.22,1.19,6663.0,1.0,112,23.02,0
612608 (2003 SD201),3.038,0.6392,20.93,11.47,284.63,1.096,4.98,5.29,7548.0,0.0,188,17.97,0
612723 (2003 YP17),2.003,0.4846,4.89,144.22,31.68,1.032,2.97,2.83,7481.0,0.0,898,19.11,0
612750 (2004 CP49),2.247,0.5035,23.44,151.55,69.76,1.115,3.38,3.37,6411.0,0.0,137,19.34,0
612760 (2004 EO20),1.219,0.055,4.54,179.8,84.03,1.152,1.29,1.35,7177.0,0.0,120,22.3,0
612777 (2004 LU3),2.175,0.5315,9.81,113.64,224.73,1.019,3.33,3.21,6994.0,0.0,4456,18.62,0
612780 (2004 MD),1.917,0.5365,9.77,85.39,124.28,0.889,2.95,2.66,6055.0,0.0,483,20.16,1
612781 (2004 MW2),1.145,0.6383,35.09,96.1,50.18,0.414,1.88,1.23,5853.0,0.0,175,19.38,0
612786 (2004 PJ2),1.418,0.3421,2.58,317.1,281.78,0.933,1.9,1.69,8261.0,0.0,134,21.57,1
612800 (2004 QC17),2.153,0.4381,9.04,231.43,143.72,1.21,3.1,3.16,8094.0,0.0,444,18.96,0
612801 (2004 QD17),1.739,0.3291,12.32,230.08,171.51,1.167,2.31,2.29,6010.0,0.0,406,19.85,0
612813 (2004 RF84),2.164,0.6038,23.29,344.52,122.61,0.858,3.47,3.18,6998.0,0.0,488,18.38,1
612856 (2004 TP1),1.291,0.3892,7.49,30.02,87.86,0.789,1.79,1.47,6946.0,0.0,458,20.75,1
612901 (2004 XP14),1.052,0.1586,32.95,281.01,273.74,0.885,1.22,1.08,5785.0,0.0,1372,19.79,1
612922 (2005 BY1),3.167,0.6877,16.97,297.31,282.97,0.989,5.34,5.64,6464.0,0.0,188,18.04,0
612924 (2005 CL),1.986,0.7547,4.45,318.37,298.57,0.487,3.49,2.8,5136.0,0.0,114,20.29,1
612929 (2005 CR37),1.904,0.4686,26.05,335.52,209.81,1.012,2.8,2.63,6048.0,0.0,230,18.9,0
612955 (2005 GK),1.342,0.3262,10.88,120.85,184.91,0.904,1.78,1.55,6183.0,0.0,123,20.42,0
612970 (2005 HN3),0.8554,0.3357,7.9,59.34,6.28,0.568,1.14,0.791,6990.0,0.0,245,21.16,0
612982 (2005 JU108),2.125,0.4624,6.53,187.86,106.35,1.143,3.11,3.1,4159.0,0.0,195,19.7,0
612989 (2005 LW39),1.988,0.7156,28.47,251.45,275.19,0.566,3.41,2.8,6021.0,0.0,166,20.0,1
612991 (2005 MX1),2.186,0.535,6.9,195.38,139.98,1.017,3.36,3.23,5805.0,0.0,526,19.49,0
613010 (2005 OU1),0.9758,0.3198,12.52,309.7,204.88,0.664,1.29,0.964,1186.0,2.0,157,20.23,0
613014 (2005 QS10),2.42,0.4794,15.8,150.66,230.01,1.26,3.58,3.77,7030.0,0.0,426,18.84,0
613096 (2005 TR45),2.17,0.5096,7.38,179.7,125.95,1.064,3.28,3.2,7831.0,0.0,455,18.94,0
613217 (2005 VC2),2.752,0.5898,37.18,221.79,167.73,1.129,4.38,4.57,6603.0,0.0,161,17.62,0
613234 (2005 VP118),2.096,0.7024,19.32,110.98,123.32,0.624,3.57,3.04,6678.0,0.0,135,18.94,0
613286 (2005 YQ96),0.7434,0.3336,22.23,282.66,340.14,0.495,0.99,0.641,6559.0,0.0,99,20.63,1
613291 (2005 YX128),2.179,0.733,4.63,257.87,318.39,0.582,3.78,3.22,6107.0,0.0,322,19.03,0
613315 (2006 AL3),1.377,0.1266,13.66,319.0,144.84,1.203,1.55,1.62,5850.0,0.0,206,20.01,0
613397 (2006 FE),1.374,0.5289,13.78,186.78,249.75,0.647,2.1,1.61,6615.0,0.0,125,20.3,0
613398 (2006 FK),0.9225,0.3433,14.61,15.13,3.22,0.606,1.24,0.886,5860.0,0.0,109,21.25,0
613400 (2006 FH36),0.9553,0.1983,1.58,278.1,156.92,0.766,1.14,0.934,5599.0,0.0,178,23.03,0
613401 (2006 FD51),2.164,0.5065,15.17,51.74,209.82,1.068,3.26,3.18,6047.0,0.0,411,18.78,0
613403 (2006 GB),0.9585,0.1795,10.07,183.68,242.92,0.786,1.13,0.938,6322.0,0.0,528,20.23,1
613420 (2006 KR1),1.163,0.4042,19.59,236.79,176.35,0.693,1.63,1.25,5791.0,0.0,91,20.34,0
613422 (2006 KQ21),2.306,0.4652,6.32,179.37,164.6,1.233,3.38,3.5,5144.0,1.0,114,18.69,0
613433 (2006 KZ86),2.199,0.8592,14.17,103.5,0.25,0.31,4.09,3.26,5854.0,0.0,142,18.15,0
613434 (2006 KF89),1.87,0.3089,38.18,246.23,72.59,1.292,2.45,2.56,6610.0,0.0,172,18.63,0
613439 (2006 OZ),2.202,0.466,5.01,40.41,318.78,1.176,3.23,3.27,10441.0,0.0,309,18.69,0
613440 (2006 OA5),1.524,0.3784,10.83,308.41,87.49,0.947,2.1,1.88,18137.0,0.0,528,19.67,0
613450 (2006 PY17),1.895,0.6404,2.85,309.91,133.19,0.682,3.11,2.61,5029.0,0.0,189,19.3,1
613471 (2006 RJ1),0.9506,0.3004,1.41,93.44,110.35,0.665,1.24,0.927,5213.0,0.0,248,22.27,0
613496 (2006 SD6),1.516,0.3017,35.75,169.92,264.9,1.058,1.97,1.87,6406.0,0.0,150,20.22,0
613512 (2006 SK134),1.879,0.5368,34.67,185.14,74.43,0.871,2.89,2.58,8384.0,0.0,283,18.73,0
613527 (2006 SV189),1.893,0.3216,15.85,4.2,61.43,1.284,2.5,2.6,6025.0,0.0,131,19.8,0
613569 (2006 TU7),0.8513,0.4703,2.95,91.35,69.22,0.451,1.25,0.785,8055.0,0.0,196,21.91,1
613626 (2006 UR216),1.674,0.5318,14.27,21.47,134.35,0.784,2.56,2.17,5662.0,0.0,71,19.94,0
613676 (2006 WE4),0.7848,0.1829,24.77,311.0,318.6,0.641,0.93,0.695,5614.0,1.0,65,18.82,0
613714 (2007 DL41),1.457,0.4765,4.67,150.72,140.23,0.763,2.15,1.76,5390.0,0.0,141,20.82,1
613726 (2007 EF),0.8203,0.4101,21.73,158.34,226.04,0.484,1.16,0.743,5538.0,0.0,120,21.34,1
613763 (2007 ML13),1.297,0.0847,18.01,135.5,139.32,1.187,1.41,1.48,5683.0,0.0,219,20.23,0
613775 (2007 RU12),2.29,0.4498,7.02,56.22,334.75,1.26,3.32,3.47,5251.0,0.0,296,20.09,0
613814 (2007 SR1),1.049,0.4991,19.7,9.23,177.59,0.526,1.57,1.08,5874.0,0.0,271,20.2,0
613829 (2007 TE66),1.056,0.2044,10.25,195.68,355.34,0.84,1.27,1.08,5106.0,0.0,141,21.57,0
613862 (2007 UY1),0.9492,0.176,1.02,337.45,274.12,0.782,1.12,0.925,5222.0,0.0,312,23.1,0
613910 (2007 WB5),1.77,0.675,18.97,38.7,153.49,0.575,2.97,2.36,5120.0,0.0,81,19.11,0
613913 (2007 XB10),2.21,0.6,41.33,261.1,37.27,0.884,3.54,3.29,5873.0,0.0,112,17.78,0
613939 (2008 CH116),0.6628,0.5875,20.37,85.9,248.18,0.273,1.05,0.54,5916.0,0.0,155,19.25,0
613940 (2008 CZ118),2.209,0.4181,22.95,22.17,96.57,1.286,3.13,3.28,9486.0,0.0,208,18.53,0
613949 (2008 CC175),0.9551,0.5014,10.17,125.6,166.47,0.476,1.43,0.933,5513.0,0.0,114,21.42,0
613959 (2008 EE68),1.472,0.1645,31.52,166.88,65.59,1.23,1.71,1.79,4215.0,0.0,77,20.62,0
613964 (2008 FN),1.894,0.5971,44.65,50.52,55.0,0.763,3.03,2.61,9536.0,0.0,300,18.53,0
613985 (2008 HA38),1.485,0.1342,17.59,45.48,21.22,1.286,1.68,1.81,7403.0,0.0,90,20.35,0
613986 (2008 JG),1.051,0.2959,7.92,128.74,242.35,0.74,1.36,1.08,5781.0,0.0,423,20.81,1
613995 (2008 NP3),1.005,0.334,1.43,78.33,328.2,0.669,1.34,1.01,4680.0,0.0,110,22.83,0
614088 (2008 SW150),1.786,0.5622,19.98,39.43,52.06,0.782,2.79,2.39,4611.0,0.0,140,19.38,0
614134 (2008 TC4),0.7804,0.5544,10.65,212.54,324.35,0.348,1.21,0.689,4726.0,0.0,180,21.65,1
614266 (2008 VN),3.074,0.6361,12.88,57.99,279.36,1.119,5.03,5.39,11639.0,0.0,403,16.99,0
614313 (2008 YR27),2.262,0.7509,8.48,90.13,151.26,0.563,3.96,3.4,3981.0,0.0,203,18.27,0
614316 (2008 YZ32),1.038,0.6205,16.54,105.2,224.47,0.394,1.68,1.06,5526.0,0.0,224,20.25,0
614374 (2009 CR2),2.962,0.6982,28.0,30.78,189.38,0.894,5.03,5.1,10072.0,1.0,157,16.7,0
614406 (2009 FV4),1.779,0.5873,45.92,173.46,135.61,0.734,2.82,2.37,7083.0,0.0,126,18.67,0
614417 (2009 HB),2.438,0.5887,10.09,206.35,108.26,1.003,3.87,3.81,10761.0,0.0,144,17.97,0
614427 (2009 JK1),1.945,0.4251,8.92,183.88,122.5,1.118,2.77,2.71,7022.0,0.0,186,19.82,0
614433 (2009 KK),1.502,0.4552,18.21,68.12,247.34,0.818,2.19,1.84,4960.0,0.0,191,20.58,1
614449 (2009 QB36),2.251,0.7832,15.52,310.12,176.73,0.488,4.01,3.38,7284.0,0.0,301,17.85,0
614470 Flordeneu (2009 ST19),2.361,0.5949,6.73,0.13,336.93,0.956,3.77,3.63,8084.0,0.0,436,18.39,1
614478 (2009 SN98),1.983,0.4077,6.54,151.44,305.56,1.175,2.79,2.79,9123.0,0.0,178,19.12,0
614521 (2009 UK),1.978,0.4829,3.53,165.5,309.45,1.023,2.93,2.78,14385.0,0.0,245,19.91,0
614599 (2010 AB78),2.255,0.5463,33.25,316.89,296.52,1.023,3.49,3.39,6472.0,0.0,179,18.31,0
614603 (2010 CM),2.628,0.5303,7.43,124.97,94.42,1.234,4.02,4.26,7619.0,0.0,128,18.52,0
614643 (2010 GH65),2.711,0.6104,21.01,42.72,228.18,1.056,4.37,4.46,6618.0,0.0,98,18.87,0
614689 (2020 XL5),1.001,0.3872,13.85,153.58,88.02,0.613,1.39,1.0,3243.0,0.0,57,20.29,0
618348 (2016 PN),0.8586,0.3322,21.6,126.04,23.68,0.573,1.14,0.796,4404.0,0.0,315,20.23,0
618350 (2021 PS2),1.554,0.4735,7.92,163.29,79.01,0.818,2.29,1.94,3966.0,0.0,306,19.92,1
619034 (2005 JT108),1.722,0.5721,8.94,288.69,197.38,0.737,2.71,2.26,6362.0,0.0,215,19.14,0
619106 (2005 SQ),1.654,0.5748,1.2,317.11,294.98,0.703,2.61,2.13,6219.0,0.0,489,20.11,1
619492 (2004 KZ14),1.538,0.3129,7.89,200.18,310.76,1.056,2.02,1.91,7878.0,0.0,395,20.48,0
619920 (2006 KY86),2.294,0.6486,7.47,222.29,321.65,0.806,3.78,3.47,5150.0,0.0,317,19.74,1
619926 (2006 MA),2.647,0.5306,24.75,240.96,81.82,1.243,4.05,4.31,6159.0,0.0,273,18.98,0
620000 (2019 YS4),1.277,0.5524,21.42,102.54,160.34,0.572,1.98,1.44,5039.0,0.0,131,19.95,0
620055 (2003 BK47),2.749,0.7062,20.66,138.78,235.34,0.808,4.69,4.56,6595.0,0.0,634,17.76,1
620056 (2004 UR1),2.175,0.6164,4.08,250.92,73.45,0.835,3.52,3.21,5889.0,0.0,243,20.53,1
620058 (2006 GV2),1.992,0.8316,17.32,147.19,192.3,0.335,3.65,2.81,5153.0,0.0,77,19.7,0
620059 (2006 QS23),1.193,0.5025,19.99,154.79,303.73,0.593,1.79,1.3,7617.0,0.0,162,20.15,0
620061 (2006 UB64),2.097,0.7021,9.58,130.28,359.53,0.625,3.57,3.04,5707.0,0.0,82,20.7,0
620062 (2008 KD6),1.31,0.4431,24.14,262.81,127.92,0.729,1.89,1.5,5508.0,0.0,99,19.68,0
620063 (2009 DH39),1.849,0.6001,53.69,155.39,68.25,0.739,2.96,2.51,5689.0,0.0,266,18.77,1
620064 (2009 QD34),2.433,0.4945,6.4,98.4,252.77,1.23,3.64,3.79,5443.0,0.0,176,18.21,0
620066 (2010 SC41),1.866,0.6068,0.25,235.53,267.58,0.734,3.0,2.55,3918.0,0.0,394,19.86,1
620067 (2010 UE7),1.812,0.7043,9.42,125.06,165.73,0.536,3.09,2.44,3453.0,0.0,291,19.32,0
620068 (2010 VE),1.49,0.4401,8.94,289.69,5.24,0.834,2.15,1.82,4076.0,0.0,134,19.8,0
620069 (2011 FY2),2.693,0.522,24.9,332.75,279.8,1.287,4.1,4.42,8061.0,0.0,232,17.96,0
620070 (2011 UA),2.292,0.5478,8.92,347.26,321.73,1.036,3.55,3.47,5321.0,0.0,610,18.62,0
620071 (2011 WN15),1.217,0.858,33.43,75.55,218.57,0.173,2.26,1.34,2981.0,0.0,288,19.64,1
620072 (2012 BD124),1.935,0.5613,11.33,350.44,26.2,0.849,3.02,2.69,4263.0,0.0,543,19.17,0
620073 (2012 HO2),1.235,0.3948,26.35,211.65,226.21,0.747,1.72,1.37,4049.0,0.0,88,20.41,0
620076 (2013 UR3),3.177,0.6032,24.98,52.73,11.53,1.261,5.09,5.66,8509.0,0.0,760,17.0,0
620077 (2013 WR44),1.619,0.41,32.08,244.41,58.41,0.955,2.28,2.06,2188.0,0.0,60,20.55,0
620078 (2014 HO4),1.139,0.5939,31.15,66.88,7.13,0.462,1.82,1.22,7696.0,0.0,169,19.28,0
620079 (2014 HO129),1.742,0.4803,53.23,174.41,115.6,0.905,2.58,2.3,2715.0,0.0,250,19.27,0
620080 (2014 HM178),1.833,0.6449,21.59,12.67,344.4,0.651,3.02,2.48,3690.0,0.0,117,18.37,0
620082 (2014 QL433),2.092,0.717,4.43,322.63,260.62,0.592,3.59,3.02,3328.0,0.0,340,19.87,1
620083 (2014 SZ303),1.644,0.6902,24.46,102.26,54.99,0.509,2.78,2.11,3601.0,0.0,398,18.3,0
620084 (2014 WD201),2.095,0.5026,8.47,105.68,199.82,1.042,3.15,3.03,3305.0,0.0,103,19.29,1
620085 (2014 WG365),1.296,0.3333,25.12,71.31,111.13,0.864,1.73,1.47,3504.0,0.0,214,20.12,1
620089 (2015 FF120),1.378,0.5295,47.71,184.52,174.79,0.648,2.11,1.62,2944.0,0.0,65,19.43,0
620090 (2015 FP332),2.853,0.6791,36.5,126.92,173.21,0.916,4.79,4.82,4040.0,0.0,564,17.47,0
620091 (2015 FD341),0.9552,0.6751,20.54,7.52,67.01,0.31,1.6,0.934,4041.0,1.0,99,17.73,0
620092 (2015 HB10),1.853,0.5716,5.7,6.12,79.69,0.794,2.91,2.52,3540.0,0.0,396,18.4,1
620093 (2015 YP10),1.44,0.2282,25.87,121.06,310.23,1.111,1.77,1.73,7871.0,0.0,310,20.2,0
620094 (2016 AJ193),3.261,0.8163,22.57,331.16,82.14,0.599,5.92,5.89,4417.0,0.0,465,18.98,1
620095 (2016 CB194),2.512,0.6322,9.88,48.47,325.74,0.924,4.1,3.98,7295.0,0.0,99,17.7,1
620096 Curupira (2016 HL),1.813,0.6157,5.15,232.69,252.07,0.697,2.93,2.44,3468.0,0.0,395,19.85,1
620097 (2016 HD19),1.357,0.7414,35.78,76.75,283.6,0.351,2.36,1.58,2468.0,1.0,292,18.89,0
620098 (2016 JG18),1.946,0.7458,26.01,151.38,188.73,0.495,3.4,2.72,1361.0,1.0,73,18.64,0
620099 (2016 OP5),1.616,0.4523,8.24,79.52,291.04,0.885,2.35,2.05,1683.0,0.0,169,20.95,1
620100 (2016 WJ1),1.34,0.5031,2.89,81.99,87.77,0.666,2.01,1.55,7298.0,0.0,453,21.35,1
620101 (2017 MW7),1.306,0.1612,22.48,123.02,200.55,1.095,1.52,1.49,4400.0,0.0,151,21.01,0
